단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,제조업,저유동성,지배구조지수종목,KOSPI200섹터업종,KOSPI100,KOSPI50,KRX,ETP,ELW발행,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,Non1,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,SRI,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,KOSPI,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
004415,KR7004411005,서울식품우,ST,0.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,3,N,N,,N,N,N,N,N,2480,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8841,100,19890522,2224,222450000,12.0,,1,,N,N,N,0,0,0,0,0.0,,55,,N,N,N
004430,KR7004430005,송원산업,ST,2.0,0,8,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,,N,N,N,N,N,18670,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,85762,500,19770625,24000,12000000000,12.0,,0,,N,N,Y,13295,1851,1811,1319,21.52,20221231.0,4480,,N,N,N
004440,KR7004440004,삼일씨엔에스,ST,3.0,0,10,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,Y,,N,N,N,N,N,5280,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,8386,1000,20160330,12731,12731947000,12.0,,0,,N,N,Y,1780,11,23,15,0.61,20220930.0,672,,N,N,N
004450,KR7004450003,삼화왕관,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,35700,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,2467,5000,19760528,2154,10771895000,12.0,,0,,N,N,Y,1164,26,-172,-189,-19.27,20220930.0,769,,N,N,N
004490,KR7004490009,세방전지,ST,2.0,0,13,0,Y,N,N,8,N,N,Y,,N,N,Y,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,49600,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,160210,500,19871128,14000,7000000000,12.0,,0,,N,Y,Y,14731,811,704,427,3.58,20221231.0,6944,,N,N,Y
004540,KR7004540001,깨끗한나라,ST,3.0,0,7,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,2845,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,43734,1000,19750625,37240,37240693000,12.0,,0,,N,N,Y,4739,103,32,15,0.88,20220930.0,1059,,N,N,N
004545,KR7004541009,깨끗한나라우,ST,0.0,0,7,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,18090,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,292,1000,19881121,366,366160000,12.0,,1,,N,N,N,0,0,0,0,0.0,,66,,N,N,N
004560,KR7004560009,현대비앤지스틸,ST,3.0,0,11,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,Y,0,N,N,,N,N,N,N,N,10720,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,25826,5000,19870324,15078,75394055000,12.0,,0,,N,N,Y,12812,335,330,261,5.1,20221231.0,1616,BH1,N,N,N
004565,KR7004561007,현대비앤지스틸우,ST,0.0,0,11,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,49400,1,1,N,N,Y,0,N,N,N,0,0,0,100,N,90,220,5000,19890831,109,549260000,12.0,,1,,N,N,N,0,0,0,0,0.0,,54,,N,N,N
004690,KR7004690004,삼천리,ST,2.0,0,17,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,506000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,31241,5000,19761223,4055,20275125000,12.0,,0,,N,N,Y,38881,1396,1413,1047,8.67,20220930.0,20518,,N,N,N
004700,KR7004700001,조광피혁,ST,3.0,0,0,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,48250,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,191,5000,19770527,6649,34245690000,12.0,,0,,N,N,Y,1042,109,145,112,3.24,20211231.0,3208,,N,N,N
004710,KR7004710000,한솔테크닉스,ST,3.0,0,13,0,Y,N,N,0,N,N,Y,,N,N,N,Y,N,N,N,N,N,0,N,N,,N,N,N,N,N,5490,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,161549,5000,19880706,32109,160549390000,12.0,,0,,N,N,Y,12011,460,378,273,5.18,20220930.0,1762,,N,N,N
004720,KR7004720009,팜젠사이언스,ST,3.0,0,9,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6060,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,65561,500,19900615,15830,7915445000,12.0,,0,,N,N,Y,1120,56,919,713,54.12,20220930.0,959,,N,N,N
004770,KR7004770004,써니전자,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,2335,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,534369,500,19870422,34845,18372505500,12.0,,0,,N,N,Y,138,16,29,37,7.07,20220930.0,813,,N,N,N
004800,KR7004800009,효성,ST,2.0,0,21,0,N,N,N,4,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,,N,N,N,N,N,64400,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,34419,5000,19730630,21071,105355125000,12.0,,0,,N,Y,Y,37193,649,209,248,0.6,20221231.0,13569,971,N,N,Y
004830,KR7004830006,덕성,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,5030,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,58478,500,19870925,15680,7840000000,12.0,,0,,N,N,Y,1032,47,57,45,6.98,20220930.0,788,,N,N,N
004835,KR7004831004,덕성우,ST,0.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,5830,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5697,500,19891219,1392,696000000,12.0,,1,,N,N,N,0,0,0,0,0.0,,81,,N,N,N
004840,KR7004840005,DRB동일,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,4350,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,21431,500,19760521,19930,9965000000,12.0,,0,,N,N,Y,6618,121,91,35,0.42,20221231.0,866,,N,N,N
004870,KR7004870002,티웨이홀딩스,ST,3.0,0,10,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,543,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,118544,500,19770630,109472,54736083500,12.0,,0,,N,N,Y,615,-397,-433,-318,-67.89,20220331.0,594,,N,N,N
004890,KR7004890000,동일산업,ST,2.0,0,11,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,216000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,812,5000,20050630,2425,12126075000,12.0,,0,,N,N,Y,3803,242,346,267,8.64,20220930.0,5238,,N,N,N
004910,KR7004910006,조광페인트,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,7230,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,67941,500,19761227,12800,6400000000,12.0,,0,,N,N,Y,1951,-11,-7,-16,-1.23,20220930.0,925,,N,N,N
004920,KR7004920005,씨아이테크,ST,3.0,0,0,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,1170,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,884854,500,19891130,46403,23201679500,12.0,,0,,N,N,Y,360,-8,-8,-6,-1.68,20220930.0,542,,N,N,N
004960,KR7004960001,한신공영,ST,3.0,0,18,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,8070,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,70711,5000,19760707,11570,57853510000,12.0,,0,,N,N,Y,12216,394,529,400,6.49,20221231.0,933,,N,N,N
004970,KR7004970000,신라교역,ST,3.0,0,0,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,10510,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,13051,500,19760630,16000,8000000000,12.0,,0,,N,N,Y,4326,145,198,142,2.55,20221231.0,1681,,N,N,N
004980,KR7004980009,성신양회,ST,3.0,0,10,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,Y,,N,N,N,N,N,8440,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,61901,5000,19760630,24516,124830365000,12.0,,0,,N,N,Y,10304,18,-261,-265,-6.56,20221231.0,2069,,N,N,N
004985,KR7004981007,성신양회우,ST,0.0,0,10,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,12390,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1765,5000,19881221,735,3678225000,12.0,,1,,N,N,N,0,0,0,0,0.0,,91,,N,N,N
004990,KR7004990008,롯데지주,ST,1.0,0,21,0,N,N,N,7,Y,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,Y,28500,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,200598,200,19740216,104909,20981847400,12.0,,0,,N,Y,Y,104429,4728,5643,4529,5.66,20220930.0,29899,283,N,N,Y
00499K,KR700499K014,롯데지주우,ST,0.0,0,21,0,N,N,,0,N,N,N,,N,N,,,,,N,,,0,,,,,,,,,39900,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,506,200,20171030,805,161120600,12.0,,1,,N,N,N,0,0,0,0,0.0,,321,,N,N,N
005010,KR7005010004,휴스틸,ST,3.0,0,11,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,5750,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,650956,1000,19730629,56188,56188075000,12.0,,0,,N,N,Y,7145,1663,1829,1259,24.15,20220930.0,3230,,N,N,N
005030,KR7005030002,부산주공,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,476,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,650679,500,19751226,72928,36464494000,12.0,,0,,N,N,Y,1868,-93,-107,-117,-47.16,20211231.0,347,,N,N,N
005070,KR7005070008,코스모신소재,ST,2.0,0,8,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,94700,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,1383385,1000,19870928,30650,30650756000,12.0,,0,,N,Y,Y,4856,325,356,277,12.13,20221231.0,29026,FN4,N,N,N
005090,KR7005090006,SGC에너지,ST,2.0,0,17,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,30400,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,28150,5000,19930106,14677,73385020000,12.0,,0,,N,N,Y,28233,2094,1984,1484,17.44,20221231.0,4461,378,N,N,N
005110,KR7005110002,한창,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,745,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,830022,500,19760601,79395,39697834000,12.0,,0,,N,N,Y,685,95,136,95,9.53,20220930.0,591,,N,N,N
005180,KR7005180005,빙그레,ST,3.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,40450,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,27444,5000,19780831,9851,49756205000,12.0,,0,,N,N,Y,12677,394,367,257,4.53,20221231.0,3984,,N,N,N
005250,KR7005250006,녹십자홀딩스,ST,2.0,0,26,0,N,N,N,A,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,,N,N,N,N,N,15340,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,88927,500,19780828,47028,25321905000,12.0,,0,,N,Y,Y,15732,1040,674,316,-0.8,20220930.0,7214,,N,N,Y
005257,KR7005252002,녹십자홀딩스2우,ST,0.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,3,N,N,,N,N,N,N,N,31900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1268,500,19970319,845,422995000,12.0,,2,,N,N,N,0,0,0,0,0.0,,269,,N,N,N
005300,KR7005300009,롯데칠성,ST,2.0,0,5,0,Y,N,N,7,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,158900,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,15167,500,19730621,9278,4639442000,12.0,,0,,N,Y,Y,28417,2229,1694,1311,9.11,20221231.0,14744,283,N,N,N
005305,KR7005301007,롯데칠성우,ST,0.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,70600,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,1184,500,19890921,775,387655000,12.0,,1,,N,N,N,0,0,0,0,0.0,,547,,N,N,N
005320,KR7005320007,국동,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,1468,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,751333,500,19961224,57180,28590252000,12.0,,0,,N,N,Y,2479,64,72,53,6.36,20220930.0,839,,N,N,N
005360,KR7005360003,모나미,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3330,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,58387,1000,19740626,18897,18897307000,12.0,,0,,N,N,Y,1089,36,28,20,2.47,20220930.0,629,,N,N,N
005380,KR7005380001,현대차,ST,1.0,0,15,0,Y,N,N,8,Y,Y,Y,,Y,Y,Y,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,176600,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,507745,5000,19740628,211531,1157982395000,12.0,,0,,N,Y,Y,1425275,98198,109479,79836,9.36,20221231.0,373564,BH1,N,N,Y
005385,KR7005381009,현대차우,ST,0.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,92300,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,54214,5000,19890911,24113,125549910000,12.0,,1,,N,N,N,0,0,0,0,0.0,,22256,,N,N,N
005387,KR7005382007,현대차2우B,ST,0.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,95400,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,737401,5000,19981202,36120,193069325000,12.0,,2,,N,N,N,0,0,0,0,0.0,,34459,,N,N,N
005389,KR7005383005,현대차3우B,ST,0.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,89300,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,6232,5000,19990415,2404,12391495000,12.0,,2,,N,N,N,0,0,0,0,0.0,,2147,,N,N,N
005390,KR7005390000,신성통상,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,2165,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,374572,500,19751222,143708,71854195000,6.0,,0,,N,N,Y,8318,873,793,598,32.23,20221231.0,3111,,N,N,N
005420,KR7005420005,코스모화학,ST,2.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,41500,1,1,N,N,N,2,N,N,N,0,0,0,100,N,90,2106812,1000,19870723,35008,35008228000,12.0,,0,,N,N,Y,5283,393,301,292,7.4,20220930.0,14528,FN4,N,N,N
005430,KR7005430004,한국공항,ST,3.0,0,19,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,40750,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10409,5000,19761228,3166,15831775000,12.0,,0,,N,N,Y,4005,26,68,58,1.84,20221231.0,1290,926,N,N,N
005440,KR7005440003,현대그린푸드,ST,2.0,0,16,0,N,N,N,7,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,7250,1,1,Y,N,N,0,N,N,N,0,0,0,40,Y,90,0,500,19890822,97704,48852241000,12.0,,0,,N,Y,Y,28711,761,1214,920,6.18,20220930.0,7083,Z35,N,N,N
005490,KR7005490008,POSCO홀딩스,ST,1.0,0,11,0,Y,N,Y,3,Y,Y,Y,,Y,Y,N,N,N,N,N,N,Y,0,N,N,,N,N,N,N,Y,321000,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,688227,5000,19880610,84571,482403125000,12.0,,0,,N,Y,Y,847502,48501,40144,35605,6.11,20221231.0,271473,853,N,N,Y
005500,KR7005500004,삼진제약,ST,3.0,0,9,0,Y,N,N,0,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,,N,N,N,N,N,21400,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,39440,1000,19880618,13900,13900000000,12.0,,0,,N,N,Y,2501,339,349,284,12.69,20211231.0,2974,,N,N,N
005610,KR7005610001,SPC삼립,ST,2.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,66800,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,3654,5000,19750502,8629,43145045000,12.0,,0,,N,N,Y,24232,603,514,391,14.91,20220930.0,5764,,N,N,N
005680,KR7005680004,삼영전자,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,9280,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,13481,500,19761228,20000,10000000000,12.0,,0,,N,N,Y,1858,166,262,199,5.08,20220930.0,1856,,N,N,N
005690,KR7005690003,파미셀,ST,2.0,0,9,0,Y,N,N,0,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,,N,N,N,N,N,9020,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,164953,500,19880520,60016,30008482000,12.0,,0,,N,N,Y,602,89,60,109,15.16,20221231.0,5413,,N,N,N
005720,KR7005720008,넥센,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,4000,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,5387,500,19871219,53543,26771988500,12.0,,0,,N,N,Y,22007,-366,217,114,2.67,20220930.0,2141,,N,N,N
005725,KR7005721006,넥센우,ST,0.0,0,8,0,Y,Y,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3125,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1753,500,19890923,3600,1800300000,12.0,,1,,N,N,N,0,0,0,0,0.0,,112,,N,N,N
005740,KR7005740006,크라운해태홀딩스,ST,3.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6550,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,22024,500,19760630,14847,7423673500,12.0,,0,,N,N,Y,7222,249,383,283,5.73,20220930.0,972,,N,N,N
005745,KR7005741004,크라운해태홀딩스우,ST,0.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,3,N,N,,N,N,N,N,N,10950,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,601,500,19941122,600,300363000,12.0,,1,,N,N,N,0,0,0,0,0.0,,65,,N,N,N
005750,KR7005750005,대림B&Co,ST,3.0,0,10,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3485,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,7643,1000,19921223,16672,16672240000,12.0,,0,,N,N,Y,1912,16,1,1,0.08,20220930.0,581,,N,N,N
005800,KR7005800008,신영와코루,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,10780,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,3708,500,19761228,9000,4500000000,12.0,,0,,N,N,Y,1636,106,132,102,4.16,20220930.0,970,,N,N,N
005810,KR7005810007,풍산홀딩스,ST,3.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,1,N,N,,N,N,N,N,N,36550,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,126096,5000,19880728,9998,61405695000,12.0,,0,,N,N,Y,2761,636,725,683,9.86,20220930.0,3654,,N,N,N
005820,KR7005820006,원림,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,21800,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,38414,5000,19900420,2297,11489850000,12.0,,0,,N,N,Y,628,34,71,58,5.14,20220930.0,500,,N,N,N
005830,KR7005830005,DB손해보험,ST,1.0,0,21,0,N,N,Y,6,Y,N,Y,,N,Y,N,N,N,N,N,N,N,0,N,N,,N,N,Y,N,Y,73500,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,451549,500,19730628,70800,35400000000,12.0,,0,,N,Y,Y,181349,11469,11478,8565,19.28,20220930.0,52038,LB9,N,N,N
005850,KR7005850003,에스엘,ST,2.0,0,15,0,Y,N,N,8,N,N,Y,,N,N,Y,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,25650,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,132328,500,19881108,46448,23224260000,12.0,,0,,N,Y,Y,29322,1679,2033,1451,11.62,20220930.0,11914,,N,N,Y
005870,KR7005870001,휴니드,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6150,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,116698,5000,19910903,14116,70580075000,12.0,,0,,N,N,Y,2225,127,130,93,6.67,20221231.0,868,,N,N,N
005880,KR7005880000,대한해운,ST,2.0,0,19,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,Y,N,2205,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,526642,500,19920423,319177,159588730000,12.0,,0,,N,Y,Y,12193,2213,2311,2132,16.38,20220930.0,7037,LB8,N,N,N
005930,KR7005930003,삼성전자,ST,1.0,0,13,0,Y,N,N,5,Y,Y,Y,,Y,Y,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,Y,61300,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,14090110,100,19750611,5969782,778046685000,12.0,,0,,N,Y,Y,3022314,433766,464405,55654,17.07,20221231.0,3659476,511,N,N,Y
005935,KR7005931001,삼성전자우,ST,0.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,53600,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,2615426,100,19890925,822886,119467135000,12.0,,1,,N,N,N,0,0,0,0,0.0,,441067,,N,N,N
005940,KR7005940002,NH투자증권,ST,1.0,0,21,0,N,N,Y,6,Y,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,Y,N,N,N,Y,8540,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,1723199,5000,19750930,331665,1683205360000,12.0,,0,,N,Y,Y,115357,5214,4402,3029,4.32,20221231.0,28324,E56,N,N,N
005945,KR7005941000,NH투자증권우,ST,0.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,8630,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,27635,5000,19880913,18870,99354840000,12.0,,1,,N,N,N,0,0,0,0,0.0,,1628,,N,N,N
005950,KR7005950001,이수화학,ST,2.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,1,N,N,,N,N,N,N,N,31400,1,1,N,N,N,2,N,N,N,0,0,0,100,N,90,1329120,5000,19880428,27959,139797720000,12.0,,0,,N,N,Y,15429,472,505,386,17.32,20220930.0,8779,,N,N,N
005960,KR7005960000,동부건설,ST,3.0,0,18,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6650,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,53862,5000,19781030,22874,114374315000,12.0,,0,,N,N,Y,14612,413,232,394,7.01,20221231.0,1521,365,N,N,N
005965,KR7005961008,동부건설우,ST,0.0,0,18,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,29600,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1166,5000,19900621,225,1128660000,12.0,,1,,N,N,N,0,0,0,0,0.0,,66,,N,N,N
006040,KR7006040000,동원산업,ST,2.0,0,0,0,N,N,N,7,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,49850,1,1,N,N,N,0,N,N,Y,0,0,0,30,Y,90,327654,1000,19890307,49982,49982665000,12.0,,0,,N,Y,Y,25735,2429,2452,1822,14.86,20220930.0,24916,,N,N,N
006060,KR7006060008,화승인더,ST,3.0,0,8,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,,N,N,N,N,N,3835,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,267830,500,19910204,55320,27660000000,12.0,,0,,N,N,Y,19130,733,204,1,0.24,20221231.0,2121,,N,N,N
006090,KR7006090005,사조오양,ST,3.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,8060,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,11159,5000,19861224,9422,47113695000,12.0,,0,,N,N,Y,3691,102,107,85,4.24,20221231.0,759,,N,N,N
006110,KR7006110001,삼아알미늄,ST,2.0,0,11,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,60300,1,1,N,N,N,1,Y,N,N,0,0,0,100,N,90,1455491,500,19801205,14711,7355958000,12.0,,0,,N,N,Y,3121,226,210,172,13.24,20221231.0,8871,,N,N,N
006120,KR7006120000,SK디스커버리,ST,2.0,0,21,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,,N,N,N,N,N,30650,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,22936,5000,19760629,19037,104884875000,12.0,,0,,N,Y,Y,62349,2061,4371,3945,18.87,20220930.0,5835,535,N,N,N
