단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
222110,KR7222110009,팬젠,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5380,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,31315,500,20160311,10677,5338815000,12,,0,,N,N,65,-46,-44,-45,-23,20221231.0,574,,N,N,N
222160,KR7222160004,바이옵트로,ST,3.0,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5250,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,131236,500,20211118,8143,4150086500,3,,0,,N,N,107,5,8,6,3,20221231.0,427,,N,N,N
222420,KR7222420002,쎄노텍,ST,3.0,0,1009,1025,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1880,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,421639,100,20150806,43540,4354042500,12,,0,,N,N,329,27,8,13,4,20211231.0,818,,N,N,N
222800,KR7222800005,심텍,ST,1.0,1007,1018,1040,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,28000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,700102,500,20150807,31854,15927071500,12,,0,,N,Y,13695,3161,3299,2448,65,20220930.0,8919,,N,N,Y
222810,KR7222810004,세토피아,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1671,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,507890,500,20150813,62418,31209088500,12,,0,,N,N,871,-76,-117,-116,-36,20220930.0,1043,,N,N,N
222980,KR7222980005,한국맥널티,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5090,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,30868,500,20151223,11031,5515741500,12,,0,,N,N,517,-2,-12,-16,-7,20220930.0,561,,N,N,N
223250,KR7223250002,드림씨아이에스,ST,3.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11410,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,19962,500,20200522,5925,2962860000,12,,0,,N,N,272,40,46,37,11,20220930.0,676,,N,N,N
223310,KR7223310004,커머스마이너,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3320,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,100,20151224,15730,1573037100,12,,0,,N,N,46,1,5,5,10,20220331.0,522,,N,N,N
224060,KR7224060004,더코디,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6910,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,771733,500,20151229,3215,1607577000,12,,0,,N,N,160,-62,-25,-43,10,20220930.0,222,,N,N,N
224110,KR7224110007,에이텍티앤,ST,3.0,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11320,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,36520,500,20150825,5340,2670000000,12,,0,,N,N,983,63,75,59,8,20220930.0,604,,N,N,N
225190,KR7225190008,삼양옵틱스,ST,3.0,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,10790,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,20779,500,20170602,10149,5074844000,12,,0,,N,N,373,62,69,57,21,20220930.0,1095,,N,N,N
225220,KR7225220003,제놀루션,ST,3.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11560,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,230399,500,20200724,9834,4917071500,12,,0,,N,N,728,413,435,344,48,20211231.0,1136,,N,N,N
225430,KR7225430008,케이엠제약,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1234,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,81241,100,20151008,27887,2788705000,12,,0,,N,N,156,-12,-46,-39,-10,20221231.0,344,,N,N,N
225530,KR7225530005,보광산업,ST,2.0,0,1009,1025,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6630,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,202212,500,20151217,36338,18169363500,12,,0,,N,N,639,116,116,82,13,20220930.0,2409,,N,N,N
225570,KR7225570001,넥슨게임즈,ST,1.0,1007,1017,1035,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,14040,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,514734,500,20150925,65761,32880547000,12,,0,,N,Y,1324,52,61,60,4,20221231.0,9232,LB5,N,N,Y
225590,KR7225590009,패션플랫폼,ST,3.0,0,1009,1020,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1590,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,62637,100,20151005,26636,2663671300,12,,0,,N,N,800,100,99,83,18,20220930.0,423,,N,N,N
226330,KR7226330009,신테카바이오,ST,3.0,0,1009,1022,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8730,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,74718,500,20191217,13521,6760858000,12,,0,,N,N,2,-86,-2,-2,-1,20220930.0,1180,,N,N,N
226340,KR7226340008,본느,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1640,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,38665,100,20151105,30699,3069959600,12,,0,,N,N,433,10,22,19,9,20220930.0,503,,N,N,N
226360,KR7226360006,KH 건설,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,317,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2260610,100,20151022,123620,12362053100,12,,0,,N,N,376,-27,-660,-668,-51,20220930.0,391,,N,N,N
226400,KR7226400000,오스테오닉,ST,3.0,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3690,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,583768,500,20180222,17682,8841161000,12,,0,,N,N,136,4,32,8,3,20220930.0,652,,N,N,N
226440,KR7226440006,한송네오텍,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,1530,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,100,20151006,59096,5909677600,12,,0,,N,N,260,-63,-136,-128,-44,20220930.0,904,,N,N,N
226950,KR7226950004,올릭스,ST,2.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,23800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,122386,500,20180718,13703,6851580000,12,,0,,N,N,86,-194,-261,-261,-86,20220930.0,3261,,N,N,N
227100,KR7227100005,에이치앤비디자인,ST,3.0,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3485,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,55707,500,20181115,11012,5506461000,12,,0,,N,N,120,-40,-44,-42,-11,20220930.0,383,,N,N,N
227610,KR7227610003,아우딘퓨쳐스,ST,3.0,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1491,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,259301,500,20170712,23676,11838309000,12,,0,,N,N,255,-66,-46,-46,-32,20220930.0,353,,N,N,N
227950,KR7227950003,엔투텍,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,637,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,900631,100,20151118,100301,10030173100,12,,0,,N,N,94,-14,-28,-29,-13,20220930.0,638,,N,N,N
228340,KR7228340006,동양파일,ST,3.0,0,1009,1025,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3340,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,43971,500,20160406,20000,10000000000,12,,0,,N,N,695,82,1,24,2,20211231.0,668,,N,N,N
228670,KR7228670006,레이,ST,2.0,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,30950,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,433625,500,20190808,14186,7093478500,12,,0,,N,N,818,66,30,25,3,20220930.0,4390,,N,N,N
228760,KR7228760005,지노믹트리,ST,2.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11320,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,239974,500,20190327,21181,10590756500,12,,0,,N,N,282,79,26,-11,-2,20220930.0,2397,,N,N,N
228850,KR7228850004,레이언스,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11550,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,13561,500,20160411,16591,8295507000,12,,0,,N,N,1129,218,244,179,12,20220930.0,1916,,N,N,N
229000,KR7229000005,젠큐릭스,ST,3.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3730,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,65923,500,20200625,6668,3334294000,12,,0,,N,N,19,-76,-217,-217,-136,20220930.0,248,,N,N,N
230240,KR7230240004,에치에프알,ST,2.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,30200,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,243318,500,20151216,13489,6744513000,12,,0,,N,N,2692,733,885,650,64,20220930.0,4073,,N,N,N
230360,KR7230360000,에코마케팅,ST,2.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12770,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,46329,100,20160808,32368,3295302900,12,,0,,N,N,2668,446,482,407,27,20220930.0,4133,,N,N,N
230980,KR7230980005,에이트원,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,761,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,571708,100,20160302,74415,7441581900,12,,0,,N,N,118,-48,-75,-75,-35,20220930.0,566,,N,N,N
232140,KR7232140004,와이아이케이,ST,2.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4130,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,1207269,100,20151224,82045,8204535000,12,,0,,N,N,2035,297,319,293,11,20220930.0,3388,,N,N,N
232680,KR7232680009,라온테크,ST,3.0,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11460,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,1919934,500,20210617,12480,6240367000,12,,0,,N,N,369,52,51,59,49,20211231.0,1430,,N,N,N
234100,KR7234100006,폴라리스세원,ST,3.0,0,1009,1030,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2430,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,3007224,100,20171020,48847,4884745900,12,,0,,N,N,1387,112,131,105,8,20220930.0,1186,,N,N,N
234300,KR7234300002,에스트래픽,ST,3.0,1007,1017,1036,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4175,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,184023,500,20171205,26133,13066966000,12,,0,,N,N,854,11,61,41,16,20220930.0,1091,,N,N,N
234340,KR7234340008,헥토파이낸셜,ST,2.0,1007,1017,1036,,N,N,,N,,,,,N,,,0,,,N,,,,,N,20150,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,9654,500,20190712,9453,4726500000,12,,0,,N,N,932,99,80,66,8,20220930.0,1904,,N,N,N
234690,KR7234690006,녹십자웰빙,ST,3.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6890,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,23126,500,20191014,17752,8876138000,12,,0,,N,N,910,78,81,67,8,20211231.0,1223,,N,N,N
234920,KR7234920007,자이글,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,2,N,N,N,N,N,N,N,N,7720,1,1,N,N,N,1,N,N,N,0,0,0,100,N,90,183295,500,20160906,13530,6765455000,12,,0,,N,N,202,-51,-46,-46,-9,20211231.0,1044,,N,N,N
235980,KR7235980000,메드팩토,ST,2.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,Y,18540,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,166349,500,20191219,21080,10540347500,12,,0,,N,N,0,-372,-358,-358,-94,20221231.0,3908,,N,N,N
236200,KR7236200002,슈프리마,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,22500,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,45388,500,20160205,7193,3596636500,12,,0,,N,N,894,179,195,179,10,20221231.0,1618,,N,N,N
236810,KR7236810008,엔비티,ST,3.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6080,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,175030,100,20210121,16975,1697542600,12,,0,,N,N,771,18,10,11,4,20220930.0,1032,,N,N,N
237690,KR7237690003,에스티팜,ST,1.0,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,75000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,101512,500,20160623,18808,9404387500,12,,0,,N,Y,1489,86,163,155,6,20220930.0,14106,,N,N,N
237750,KR7237750005,피앤씨테크,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5490,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,14630,500,20160704,6496,3248300000,12,,0,,N,N,217,20,38,35,5,20211231.0,356,,N,N,N
237820,KR7237820006,플레이디,ST,3.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6470,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,52786,500,20200312,12827,6413570000,12,,0,,N,N,440,56,62,50,6,20221231.0,829,905,N,N,N
237880,KR7237880000,클리오,ST,2.0,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,19540,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,191938,500,20161109,18071,9035676500,12,,0,,N,N,2001,127,118,69,5,20220930.0,3531,,N,N,N
238090,KR7238090005,앤디포스,ST,3.0,0,1009,1025,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4980,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,39262,500,20161012,23979,12206139500,12,,0,,N,N,504,-35,-87,-71,-6,20220930.0,1194,,N,N,N
238120,KR7238120000,얼라인드,ST,3.0,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8630,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,56316,500,20161103,7189,3594724000,12,,0,,N,N,138,28,24,23,8,20221231.0,620,,N,N,N
238200,KR7238200000,비피도,ST,3.0,0,1009,1019,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7850,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,100542,500,20181226,8180,4090000000,12,,0,,N,N,107,14,20,17,4,20220930.0,642,,N,N,N
238490,KR7238490007,힘스,ST,3.0,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5990,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,11716,500,20170720,11312,5656118000,12,,0,,N,N,239,-125,-82,-68,-13,20220930.0,677,,N,N,N
239340,KR7239340003,줌인터넷,ST,3.0,1007,1017,1034,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4320,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,224694,100,20160609,26979,2697963400,12,,0,,N,N,171,-8,-5,-17,-5,20220930.0,1165,,N,N,N
239610,KR7239610009,에이치엘사이언스,ST,3.0,0,1009,1019,,N,N,,N,,,,,N,,,0,,,N,,,,,N,20200,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,3729,500,20161028,5392,2696057500,12,,0,,N,N,447,10,20,21,3,20220930.0,1089,,N,N,N
239890,KR7239890007,피엔에이치테크,ST,3.0,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,20200,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,108792,500,20210216,9206,4603316000,12,,0,,N,N,241,37,36,36,29,20211231.0,1859,,N,N,N
240810,KR7240810002,원익IPS,ST,1.0,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,34250,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,1232570,500,20160502,49083,24541950500,12,,0,,N,Y,6916,710,1157,934,15,20220930.0,16811,,N,N,Y
241520,KR7241520006,DSC인베스트먼트,ST,3.0,0,1014,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4140,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,158468,500,20161219,27811,13905701500,12,,0,,N,N,340,226,226,184,28,20220930.0,1151,,N,N,N
241690,KR7241690007,유니테크노,ST,3.0,0,1009,1030,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4300,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,316289,500,20160920,25011,12505782500,12,,0,,N,N,619,60,63,50,7,20220930.0,1075,,N,N,N
241710,KR7241710003,코스메카코리아,ST,3.0,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,9270,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,28268,500,20161028,10680,5340000000,12,,0,,N,N,2930,66,87,62,2,20220930.0,990,,N,N,N
241770,KR7241770007,메카로,ST,3.0,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,10720,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,8149,500,20171206,10192,5346320000,12,,0,,N,N,408,24,37,15,1,20220930.0,1092,,N,N,N
241790,KR7241790005,오션브릿지,ST,3.0,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,13440,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,75377,500,20161201,10002,5001317000,12,,0,,N,N,1166,195,204,166,22,20220930.0,1344,,N,N,N
241820,KR7241820000,피씨엘,ST,3.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,Y,,,,,N,10110,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,21133,500,20170223,11957,5978618000,12,,0,,N,N,350,8,142,142,77,20220930.0,1208,,N,N,N
241840,KR7241840008,에이스토리,ST,2.0,0,1015,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,22350,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,108008,500,20190719,9539,4769997000,12,,0,,N,N,664,103,69,71,17,20220930.0,2132,,N,N,N
242040,KR7242040004,나무기술,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2665,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1628065,100,20160907,34606,3460626400,12,,0,,N,N,640,-3,1,8,3,20220930.0,922,,N,N,N
243070,KR7243070000,휴온스,ST,2.0,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,32400,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,39925,500,20160603,11935,5967774500,12,,0,,N,N,3631,246,247,188,9,20220930.0,3867,,N,N,Y
243840,KR7243840006,신흥에스이씨,ST,2.0,1007,1018,1041,,N,N,,N,,,,,N,,,0,,,N,,,,,N,51800,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,134624,2500,20170927,7763,19408072500,12,,0,,N,N,3517,220,314,276,12,20220930.0,4021,,N,N,N
244460,KR7244460002,올리패스,ST,3.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4770,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,36899,500,20190920,29826,14913119500,12,,0,,N,N,16,-183,-185,-185,-109,20220930.0,1422,,N,N,N
245620,KR7245620000,EDGC,ST,3.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1420,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,444882,100,20180626,84075,8407593100,12,,0,,N,N,672,-84,-185,-186,-46,20220930.0,1193,,N,N,N
246690,KR7246690002,TS인베스트먼트,ST,3.0,0,1014,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1833,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,150264,500,20161215,39245,19622939500,12,,0,,N,N,161,68,69,46,10,20220930.0,719,,N,N,N
246710,KR7246710008,티앤알바이오팹,ST,2.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,14840,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,160704,500,20181128,21194,10597209000,12,,0,,N,N,32,-103,-111,-111,-25,20211231.0,3145,,N,N,N
246720,KR7246720007,아스타,ST,3.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5300,1,1,N,N,N,1,N,N,N,0,0,0,100,N,90,327395,500,20170320,12904,6452012500,12,,0,,N,N,21,-26,-24,-24,-42,20220930.0,683,,N,N,N
246960,KR7246960009,이노테라피,ST,3.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11650,500,20190201,5615,2807571500,12,,0,,N,N,2,-40,-48,-48,-66,20220930.0,469,,N,N,N
247540,KR7247540008,에코프로비엠,ST,1.0,0,1009,1028,,N,Y,,Y,,,,,N,,,0,,,N,,,,,Y,200000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,3388296,500,20190305,97801,48940909000,12,,0,,N,Y,34128,2854,2586,2178,27,20220930.0,195602,,N,N,Y
247660,KR7247660004,나노씨엠에스,ST,3.0,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,15630,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17125,500,20210309,4343,2171960000,12,,0,,N,N,41,-10,-7,-7,-4,20211231.0,678,,N,N,N
250000,KR7250000007,보라티알,ST,3.0,0,1011,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,10620,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,11432,500,20170608,6750,3375366500,12,,0,,N,N,498,81,244,190,37,20220930.0,716,,N,N,N
250060,KR7250060001,모비스,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,244119,100,20160908,32171,3217131400,12,,0,,N,N,143,-27,-55,-55,-27,20220930.0,611,,N,N,N
250930,KR7250930005,예선테크,ST,3.0,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,974,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,85325,100,20160929,33000,3300044000,12,,0,,N,N,423,-45,-34,-33,-11,20220930.0,321,,N,N,N
251120,KR7251120002,바이오에프디엔씨,ST,3.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,15450,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,55993,500,20220221,8695,4347850000,12,,0,,N,N,120,31,33,29,21,20211231.0,1343,,N,N,N
251370,KR7251370003,와이엠티,ST,2.0,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,12720,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,24973,500,20170427,16314,8157232000,12,,0,,N,N,987,44,95,75,6,20220930.0,2075,,N,N,N
251630,KR7251630000,브이원텍,ST,3.0,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,9300,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,231382,500,20170713,15162,7581290000,12,,0,,N,N,380,-2,29,19,5,20220930.0,1410,,N,N,N
251970,KR7251970000,펌텍코리아,ST,2.0,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,15650,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,44770,500,20190704,12400,6200000000,12,,0,,N,N,1800,212,229,187,12,20220930.0,1940,,N,N,N
252500,KR7252500004,세화피앤씨,ST,3.0,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1211,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,197571,100,20161102,41486,4148639000,12,,0,,N,N,397,54,59,49,15,20211231.0,502,,N,N,N
252990,KR7252990007,샘씨엔에스,ST,2.0,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4430,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,167616,500,20210520,50153,25076923000,12,,0,,N,N,476,136,135,119,18,20211231.0,2221,,N,N,N
253450,KR7253450001,스튜디오드래곤,ST,1.0,0,1015,0,,N,Y,,N,,,,,N,,,0,,,N,,,,,Y,71600,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,144369,500,20171124,30058,15029249000,12,,0,,N,Y,5075,640,756,590,12,20220930.0,21521,720,N,N,Y
253590,KR7253590004,네오셈,ST,3.0,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3445,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,137981,100,20180404,38454,3845462600,12,,0,,N,N,422,29,75,70,17,20220930.0,1324,,N,N,N
253840,KR7253840003,수젠텍,ST,3.0,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8310,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,79918,500,20190528,16268,8134404500,12,,0,,N,N,995,504,628,515,53,20220930.0,1351,,N,N,N
254120,KR7254120009,자비스,ST,3.0,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2540,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3810308,100,20161202,22182,2218221700,12,,0,,N,N,129,-6,1,1,2,20220930.0,563,,N,N,N
254490,KR7254490006,미래반도체,ST,0.0,0,1011,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,17300,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,800464,100,20230127,14438,1443800000,12,,0,,N,N,3929,173,181,142,-95100000,20220930.0,2497,,N,N,N
