단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
035900,KR7035900000,JYP Ent.,ST,1.0,0,1015,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,72100,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,477963,500,20010830,35497,17943451500,12,,0,,N,Y,2307,709,706,545,27,20220930.0,25593,,N,N,Y
036000,KR7036000008,예림당,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1839,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,22163,500,19991130,23034,11617138500,12,,0,,N,N,197,-4,-476,-417,-20,20220930.0,423,,N,N,N
036010,KR7036010007,아비코전자,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10610,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,410506,500,20020703,13292,6896467000,12,,0,,N,N,1647,113,114,94,8,20221231.0,1410,,N,N,N
036030,KR7036030005,케이티알파,ST,2.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6620,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,209265,1000,19991224,49019,49019283000,12,,0,,N,N,3462,92,75,85,5,20220930.0,3245,905,N,N,N
036090,KR7036090009,위지트,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,741,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,1136697,500,19991210,102976,51488101000,12,,0,,N,N,272,21,-29,-26,-3,20220930.0,763,,N,N,N
036120,KR7036120004,SCI평가정보,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4480,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,2334831,500,19991207,35500,17750000000,12,,0,,N,N,340,64,54,40,18,20220930.0,1590,,N,N,N
036170,KR7036170009,클라우드에어,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,894,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,109014,1000,19991221,61365,61365626000,12,,0,,N,N,100,-12,56,56,7,20220930.0,548,,N,N,N
036180,KR7036180008,지더블유바이텍,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,712,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4150504,500,19991221,50746,25373191000,12,,0,,N,N,378,-49,-49,-42,-22,20220930.0,361,,N,N,N
036190,KR7036190007,금화피에스시,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,28300,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,2228,500,20001226,6000,3000000000,12,,0,,N,N,2483,279,314,278,10,20221231.0,1698,,N,N,N
036200,KR7036200004,유니셈,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6850,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,910102,500,19991210,30664,15332111500,12,,0,,N,N,2532,290,241,196,10,20221231.0,2100,,N,N,N
036480,KR7036480002,대성미생물,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9990,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,5812,500,20000404,3800,1900000000,12,,0,,N,N,255,-3,23,17,4,20221231.0,379,,N,N,N
036540,KR7036540003,SFA반도체,ST,1.0,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,4875,1,1,N,N,N,1,N,N,N,0,0,0,100,N,90,32858264,500,20010502,164460,82487451500,12,,0,,N,Y,6994,629,714,454,10,20221231.0,8017,,N,N,N
036560,KR7036560001,영풍정밀,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11810,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,206299,500,19991228,15750,7875000000,12,,0,,N,N,787,85,156,118,4,20211231.0,1860,632,N,N,N
036620,KR7036620003,감성코퍼레이션,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2055,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,486599,500,20000111,89593,44796788500,12,,0,,N,N,489,12,3,3,1,20211231.0,1841,,N,N,N
036630,KR7036630002,세종텔레콤,ST,3.0,1007,1016,1032,N,N,Y,,N,N,N,N,N,N,N,N,0,Y,N,Y,N,N,N,N,N,660,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,368163,1000,20000104,270000,280000000000,12,,0,,N,N,2559,13,-449,-470,-10,20220930.0,1782,,N,N,N
036640,KR7036640001,HRS,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5550,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,278869,500,20000530,16354,8177400000,12,,0,,N,N,861,114,125,100,10,20221231.0,907,,N,N,N
036670,KR7036670008,KCI,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9280,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,23908,500,20010103,11270,5635000000,12,,0,,N,N,1096,219,227,178,20,20221231.0,1045,,N,N,N
036690,KR7036690006,코맥스,ST,3.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3985,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,227380,500,20000118,15593,7796538500,12,,0,,N,N,1070,-22,-28,-30,-8,20220930.0,621,,N,N,N
036710,KR7036710002,심텍홀딩스,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3000,1,1,N,N,N,0,N,N,N,0,0,0,40,N,90,279277,500,20000104,48350,24175072500,12,,0,,N,N,13730,2842,2980,2121,32,20220930.0,1450,,N,N,N
036800,KR7036800001,나이스정보통신,ST,2.0,1007,1016,1032,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,26500,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,16455,500,20000503,10000,5000000000,12,,0,,N,N,5919,378,419,323,15,20220930.0,2650,,N,N,N
036810,KR7036810000,에프에스티,ST,2.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,21600,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,417314,500,20000118,21756,10878394500,12,,0,,N,N,1576,64,65,44,5,20220930.0,4699,,N,N,Y
036830,KR7036830008,솔브레인홀딩스,ST,2.0,1006,0,0,N,N,Y,,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,Y,25700,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,28845,500,20000118,20964,10482028000,12,,0,,N,N,4116,659,761,673,8,20220930.0,5387,,N,N,N
036890,KR7036890002,진성티이씨,ST,2.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10790,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,247517,500,20000720,22482,11241134000,12,,0,,N,N,3963,423,525,387,27,20220930.0,2425,,N,N,N
036930,KR7036930006,주성엔지니어링,ST,1.0,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,11610,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,1383501,500,19991224,48249,24124606000,12,,0,,N,Y,3311,959,1101,847,28,20220930.0,5601,,N,N,Y
037030,KR7037030004,파워넷,ST,3.0,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3985,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,634264,1000,20180607,19522,19522052000,12,,0,,N,N,1696,36,24,12,2,20220930.0,777,,N,N,N
037070,KR7037070000,파세코,ST,2.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14240,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,50498,500,20000104,20000,10000000000,12,,0,,N,N,2272,229,235,191,20,20211231.0,2848,,N,N,N
037230,KR7037230000,한국팩키지,ST,3.0,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2690,1,1,N,N,N,0,N,N,Y,0,0,0,60,Y,90,48013,500,19991221,29800,14900163500,12,,0,,N,N,562,-21,-17,-5,-1,20211231.0,801,,N,N,N
037330,KR7037330008,인지디스플레,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1785,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,30576,500,19991214,43885,21942612000,12,,0,,N,N,6764,184,106,85,3,20220930.0,783,,N,N,N
037350,KR7037350006,성도이엔지,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4285,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,189743,500,20000111,15470,7735000000,12,,0,,N,N,4989,51,146,110,5,20220930.0,662,,N,N,N
037370,KR7037370004,EG,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11530,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,1703364,1000,20000111,8624,8624972000,12,,0,,N,N,511,-27,-14,-20,0,20220930.0,994,,N,N,N
037400,KR7037400009,우리엔터프라이즈,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1754,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,39750,500,19991216,26223,13111673000,12,,0,,N,N,11110,360,422,360,10,20220930.0,459,,N,N,N
037440,KR7037440005,희림,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9540,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,534891,500,20000203,13922,6961237500,12,,0,,N,N,1621,57,79,58,13,20220930.0,1328,,N,N,N
037460,KR7037460003,삼지전자,ST,3.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9060,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,110830,500,19991216,16318,8309261000,12,,0,,N,N,22535,650,581,425,9,20220930.0,1478,,N,N,N
037760,KR7037760006,쎄니트,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1635,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,54184,500,20000407,33832,16916460500,12,,0,,N,N,1185,82,93,73,11,20220930.0,553,,N,N,N
037950,KR7037950003,엘컴텍,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,2,N,N,N,N,N,N,N,N,1622,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5649192,500,20000824,84447,42223759500,12,,0,,N,N,416,48,62,73,11,20221231.0,1369,,N,N,N
038010,KR7038010005,제일테크노스,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8010,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,349778,500,20000111,9000,4500000000,12,,0,,N,N,1595,141,79,63,11,20220930.0,720,,N,N,N
038060,KR7038060000,루멘스,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1272,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,55621,500,20060808,48103,24051534500,12,,0,,N,N,1245,24,252,241,37,20220930.0,611,,N,N,N
038070,KR7038070009,서린바이오,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12400,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,777482,500,20051025,8500,4250338000,12,,0,,N,N,841,79,112,94,16,20220930.0,1054,,N,N,N
038110,KR7038110003,에코플라스틱,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,1,N,N,N,N,N,N,N,N,4290,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,6536183,500,20000323,34169,17084685000,12,,0,,N,N,12938,208,261,165,16,20220930.0,1465,,N,N,N
038290,KR7038290003,마크로젠,ST,2.0,1006,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,20150,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,33096,500,20000222,10841,5420700000,12,,0,,N,N,1006,37,-43,-30,-2,20220930.0,2184,,N,N,N
038340,KR7038340006,MIT,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,1362,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20011122,22734,11417149000,12,,0,,N,N,47,-31,-20,-25,-30,20220930.0,309,,N,N,N
038390,KR7038390001,레드캡투어,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,18260,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,7648,500,20000201,8589,4294740000,12,,0,,N,N,1887,290,227,175,13,20220930.0,1568,,N,N,N
038460,KR7038460002,바이오스마트,ST,3.0,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3480,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,34313,500,20000622,20087,10043900000,12,,0,,N,N,2868,89,50,41,7,20220930.0,699,,N,N,N
038500,KR7038500005,삼표시멘트,ST,2.0,0,1009,1025,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,3345,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,185738,500,20010201,107916,53958153000,12,,0,,N,N,4962,322,208,188,4,20220930.0,3609,,N,N,Y
038530,KR7038530002,골드퍼시픽,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,305,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,500,20000609,92016,46008215500,12,,0,,N,N,250,-1,-56,-55,-11,20220930.0,280,,N,N,N
038540,KR7038540001,상상인,ST,2.0,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,5190,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,190942,1000,20000818,55328,57187237000,12,,0,,N,N,5371,783,801,611,12,20220930.0,2871,,N,N,N
038620,KR7038620001,위즈코프,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,789,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,121740,500,20000504,66546,33273232500,12,,0,,N,N,313,3,0,-5,0,20220930.0,525,,N,N,N
038680,KR7038680005,에스넷,ST,3.0,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5580,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,210231,500,20000427,18274,9137151500,12,,0,,N,N,2035,-62,-37,-43,-7,20220930.0,1019,,N,N,N
038870,KR7038870002,에코바이오,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4685,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,26399,500,20010529,11804,5902043500,12,,0,,N,N,120,-4,-7,-6,-1,20220930.0,553,,N,N,N
038880,KR7038880001,아이에이,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,642,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,1657591,100,20000427,294769,29476915000,12,,0,,N,N,581,9,57,47,4,20220930.0,1892,,N,N,N
038950,KR7038950002,파인디지털,ST,3.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6000,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,82040,500,20000504,10210,5105382500,12,,0,,N,N,662,-38,-23,-22,-3,20220930.0,612,,N,N,N
039010,KR7039010004,현대에이치티,ST,3.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8280,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,533903,500,20000720,8625,4312500000,12,,0,,N,N,1049,13,9,20,2,20221231.0,714,,N,N,N
039020,KR7039020003,이건홀딩스,ST,3.0,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3410,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,66524,1000,20000504,22584,22584709000,12,,0,,N,N,3819,223,155,75,3,20220930.0,770,,N,N,N
039030,KR7039030002,이오테크닉스,ST,1.0,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,76300,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,139623,500,20000824,12319,6159775000,12,,0,,N,Y,3419,770,1047,769,20,20220930.0,9399,,N,N,Y
039200,KR7039200001,오스코텍,ST,1.0,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,18960,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,251583,500,20070117,36742,18371455500,12,,0,,N,Y,37,-228,-221,-221,-78,20220930.0,6966,,N,N,N
039240,KR7039240007,경남스틸,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3060,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,104058,100,20000307,26979,2697960400,12,,0,,N,N,4153,114,123,97,10,20221231.0,825,,N,N,N
039290,KR7039290002,인포뱅크,ST,3.0,1007,1016,1032,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14830,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,219036,500,20060704,8693,4346989000,12,,0,,N,N,1068,1,26,20,4,20220930.0,1289,,N,N,N
039310,KR7039310008,세중,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2675,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17880,500,20000609,18121,9060833500,12,,0,,N,N,316,-30,-19,37,5,20220930.0,484,,N,N,N
039340,KR7039340005,한국경제TV,ST,3.0,1007,1016,1033,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5700,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,91865,500,20040730,23000,11500000000,12,,0,,N,N,686,92,151,122,10,20220930.0,1311,,N,N,N
039420,KR7039420005,케이엘넷,ST,3.0,1007,1016,1032,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2645,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,499907,500,20020312,24154,12077365000,12,,0,,N,N,340,61,66,55,14,20220930.0,638,,N,N,N
039440,KR7039440003,에스티아이,ST,2.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12140,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,262236,500,20020228,15830,7915000000,12,,0,,N,N,3184,272,400,329,21,20220930.0,1921,,N,N,N
039560,KR7039560008,다산네트웍스,ST,3.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3755,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,49892,500,20000622,36380,19418881500,12,,0,,N,N,4021,-379,779,462,46,20220930.0,1366,,N,N,N
039610,KR7039610001,화성밸브,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5460,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,84856,500,20000316,10410,5205200000,12,,0,,N,N,609,24,24,20,3,20220930.0,568,,N,N,N
039740,KR7039740006,한국정보공학,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3985,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,63073,500,20000706,8018,4009198500,12,,0,,N,N,1054,18,38,38,8,20221231.0,319,,N,N,N
039830,KR7039830005,오로라,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7790,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,28846,500,20010103,10762,5381445000,12,,0,,N,N,1734,161,110,91,10,20220930.0,838,,N,N,N
039840,KR7039840004,디오,ST,2.0,0,1009,1029,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,23450,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,47635,500,20000629,15881,7940877500,12,,0,,N,N,1313,-44,-211,-201,-12,20221231.0,3724,,N,N,N
039860,KR7039860002,나노엔텍,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5450,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,152778,500,20000816,26807,13403813500,12,,0,,N,N,273,37,69,62,15,20220930.0,1461,535,N,N,N
039980,KR7039980008,리노스,ST,3.0,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,999,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,365712,500,20020813,46194,23097439500,12,,0,,N,N,465,-20,-42,-45,-9,20220930.0,461,,N,N,N
040160,KR7040160004,누리플렉스,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5760,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,63468,500,20000829,12055,6027767500,12,,0,,N,N,821,72,113,90,15,20220930.0,694,,N,N,N
040300,KR7040300006,YTN,ST,2.0,1007,1016,1033,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7990,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,559152,1000,20010904,42000,42000000000,12,,0,,N,N,344,-17,-10,-9,-2,20220331.0,3355,,N,N,N
040350,KR7040350001,큐로컴,ST,3.0,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,427,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,954477,500,20020110,125973,62986736000,12,,0,,N,N,65,-51,-36,-36,-5,20220930.0,537,,N,N,N
040420,KR7040420002,정상제이엘에스,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7130,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,25597,500,20000801,15677,8478776000,12,,0,,N,N,1108,167,167,133,18,20221231.0,1117,,N,N,N
040610,KR7040610008,SG&G,ST,3.0,0,1013,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1609,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,35158,500,20000427,34087,17043598000,12,,0,,N,N,318,15,198,168,8,20220930.0,548,,N,N,N
040910,KR7040910002,아이씨디,ST,3.0,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10580,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,85646,500,20110805,18065,9032706500,12,,0,,N,N,1166,-19,109,90,7,20220930.0,1911,,N,N,N
041020,KR7041020009,폴라리스오피스,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3655,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,41684956,500,20051028,48959,24479665500,12,,0,,N,N,178,17,128,128,34,20220930.0,1789,,N,N,N
041190,KR7041190000,우리기술투자,ST,2.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,4580,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,3762156,500,20000609,84000,42000000000,12,,0,,N,N,307,-3188,-3188,-2430,-53,20220930.0,3847,,N,N,N
041440,KR7041440009,현대에버다임,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8070,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,552119,500,20031114,17915,8957972000,12,,0,,N,N,2708,123,169,130,10,20220930.0,1445,Z35,N,N,N
041460,KR7041460007,한국전자인증,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5870,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,255109,500,20101119,19000,10729624500,12,,0,,N,N,276,40,53,41,12,20220930.0,1115,,N,N,N
041510,KR7041510009,에스엠,ST,1.0,0,1015,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,113000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,1195671,500,20000427,23810,11905200500,12,,0,,N,Y,5920,684,1118,801,16,20220930.0,26905,,N,N,N
041520,KR7041520008,이라이콤,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4995,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,28498,500,20030704,12188,6094365000,12,,0,,N,N,1035,-66,94,45,3,20220930.0,608,,N,N,N
041590,KR7041590001,플래스크,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1050,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,284520,500,20021101,128730,64365016000,12,,0,,N,N,315,-85,-56,-82,-13,20220930.0,1351,,N,N,N
041830,KR7041830001,인바디,ST,2.0,0,1009,1029,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,28650,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,102186,500,20001214,13683,6841891000,12,,0,,N,N,1169,290,345,279,19,20220930.0,3920,,N,N,N
